# step h OmegaM OmegaL chi2
9473 0.69251640 0.17146749 0.54101619 566.57045114
9474 0.69433997 0.17977907 0.55061059 564.71342993
9475 0.69197927 0.20713907 0.56908957 566.00537369
9476 0.69115558 0.18691163 0.54153442 567.09337009
9477 0.69669359 0.18455822 0.55139935 564.50227397
9478 0.69850381 0.20485506 0.58340831 564.59865752
9479 0.69924221 0.20743012 0.59303926 564.70679736
9480 0.69606683 0.20468981 0.60265113 563.66304490
9481 0.70255039 0.19318674 0.62366610 565.77516031
9482 0.69504337 0.22593420 0.60729314 563.60274818
9483 0.69746856 0.23097295 0.58224683 566.19541753
9484 0.69329467 0.23579229 0.60305668 564.64201471
9485 0.69418362 0.21191194 0.59782298 564.47847285
9486 0.70164988 0.17219128 0.61281656 565.86106474
9487 0.70007047 0.17770089 0.60556381 564.78229250
9488 0.69975202 0.19360358 0.61719890 563.93115238
9489 0.70045257 0.20855148 0.59829807 565.73263539
9490 0.69151393 0.24787426 0.60127942 566.33646873
9491 0.69499700 0.23652676 0.57421661 565.67674081
9492 0.69007393 0.21768797 0.58468052 569.33570269
9493 0.69928298 0.20368420 0.60218522 563.99245736
9494 0.70178873 0.19338299 0.57918408 568.60052969
9495 0.69872621 0.21565033 0.56097281 568.65298599
9496 0.69322097 0.24499168 0.58581786 565.34158758
9497 0.69559301 0.23410125 0.58408919 564.86671742
9498 0.69887722 0.22104704 0.61794241 563.50456146
9499 0.69535366 0.21482343 0.57211255 564.21644071
9500 0.69703618 0.22083612 0.54512911 569.22192434
9501 0.69111096 0.20195022 0.54755694 566.56903180
9502 0.69549639 0.20892393 0.53383164 567.03406096
9503 0.69453772 0.18352187 0.53467663 564.71559221
9504 0.69999607 0.18898029 0.56669484 566.64532355
9505 0.69809577 0.21066214 0.57291132 565.59247111
9506 0.69893110 0.20780160 0.58310640 565.25633770
9507 0.69401065 0.23421127 0.62589860 564.58341756
9508 0.70059729 0.24613417 0.64713700 564.60949917
9509 0.70298515 0.22931082 0.65150262 565.96530289
9510 0.70182462 0.22271014 0.65972873 563.80730615
9511 0.69877029 0.24571616 0.64544576 563.14078490
9512 0.70006036 0.22788485 0.62592061 564.32423115
9513 0.69983258 0.23701830 0.63740053 563.87322512
9514 0.69912651 0.25053440 0.62171542 566.07409361
9515 0.69773072 0.23730298 0.61289523 564.08788890
9516 0.69703549 0.23606765 0.64277844 562.82111265
9517 0.70017923 0.22697113 0.68766077 563.67165660
9518 0.70367853 0.22074582 0.69195993 564.70764875
9519 0.70317073 0.22897545 0.66309520 565.23189420
9520 0.69989523 0.22465255 0.64258677 563.14031231
9521 0.69718098 0.24704193 0.64738352 562.76206335
9522 0.70435539 0.27537908 0.67633799 572.12324669
9523 0.69243598 0.30210103 0.67936675 566.84904350
9524 0.69448443 0.30884041 0.67475953 565.75410169
9525 0.69558204 0.30179227 0.68571372 564.39036912
9526 0.69578837 0.27823543 0.70112396 563.99180021
9527 0.70205841 0.28458811 0.68659838 567.17022743
9528 0.70487361 0.27301559 0.71368039 567.01382792
9529 0.69294690 0.29591938 0.70224180 567.23555319
9530 0.69378517 0.32053289 0.67961177 566.88735248
9531 0.69573008 0.34071379 0.70536284 567.62100950
9532 0.69804149 0.33328043 0.71673791 566.47256198
9533 0.69544401 0.31732441 0.69889664 565.13249678
9534 0.69370503 0.33891745 0.72857533 567.05446178
9535 0.69250794 0.34652630 0.70087878 569.31352992
9536 0.69399860 0.32665454 0.70332898 566.36509674
9537 0.69316622 0.29858096 0.73166330 569.45465453
9538 0.69286955 0.30875534 0.73410456 569.34574311
9539 0.70120341 0.29824476 0.72673193 563.52826391
9540 0.69805274 0.28045354 0.70528490 562.50812838
9541 0.69747155 0.29839236 0.71989088 562.94553668
9542 0.69866374 0.29349178 0.73988433 562.66236653
9543 0.70099525 0.31898220 0.76633858 562.85378831
9544 0.70015464 0.31667910 0.74954410 563.08708781
9545 0.69700747 0.31069834 0.74507583 563.67357090
9546 0.69905692 0.30607937 0.73128409 562.83815851
9547 0.69877503 0.27783307 0.71921308 562.44003815
9548 0.69445652 0.28188066 0.71306032 566.53202083
9549 0.69872704 0.27486111 0.73020344 563.02349125
9550 0.69994935 0.29219282 0.73016453 562.36940997
9551 0.69838075 0.30200916 0.73550221 562.69009947
9552 0.70393152 0.29539975 0.75762069 563.82799909
9553 0.70227935 0.30761512 0.76091063 563.02873192
9554 0.70070263 0.30707653 0.81149168 564.86204504
9555 0.70413444 0.28283973 0.81493851 565.54743150
9556 0.69874406 0.31273210 0.80297133 565.79796665
9557 0.70376490 0.33058450 0.77361095 566.11544116
9558 0.70291032 0.32252263 0.76182026 565.05022325
9559 0.70398689 0.29105994 0.80177617 563.65609933
9560 0.70064683 0.27941368 0.76870822 563.88128620
9561 0.69908772 0.31094504 0.79167688 564.36189787
9562 0.70694063 0.32660616 0.82759791 565.39864501
9563 0.70371938 0.33547327 0.85877788 564.10477169
9564 0.70213680 0.34678541 0.86007465 564.39147072
9565 0.70361848 0.36305895 0.87521039 564.02859382
9566 0.70427590 0.36933881 0.87736771 564.19476162
9567 0.70216969 0.35988337 0.88628880 565.68913036
9568 0.70566511 0.34808746 0.88527168 564.57667215
9569 0.70733207 0.34894425 0.88200975 565.09943819
9570 0.71057480 0.32578801 0.90447236 568.46921042
9571 0.70450671 0.33698529 0.93693114 574.82632338
9572 0.71265709 0.33028489 0.95613116 573.19557504
9573 0.71044641 0.35067080 0.95084946 569.34726808
9574 0.70635389 0.36653521 0.97322991 572.40958716
9575 0.71569870 0.37170471 1.02342267 576.34350358
9576 0.71251495 0.37744167 1.02308421 574.27460659
9577 0.71723050 0.39251555 1.05120591 578.26050330
9578 0.71368000 0.39857490 1.07655509 578.99193676
9579 0.71669531 0.41937202 1.04886656 577.47401263
9580 0.71517744 0.44007671 1.03553102 577.30533632
9581 0.70625611 0.44957642 1.01596244 569.75391276
9582 0.70151859 0.44097545 0.99123074 572.37773048
9583 0.70491231 0.43072689 1.00385584 570.08447647
9584 0.70754023 0.42167670 1.00652781 569.09032091
9585 0.71374812 0.40314911 1.02988374 572.96364097
9586 0.70647681 0.43636895 1.02228896 570.40206033
9587 0.69958182 0.48419258 1.01199156 576.43337286
9588 0.70162288 0.48851837 1.00642746 573.50948027
9589 0.70011327 0.48743732 0.98568624 574.03719137
9590 0.70121985 0.48481879 0.97699832 572.99862308
9591 0.71044634 0.45768702 1.01410801 572.95809937
9592 0.70479912 0.43501011 1.01081588 570.72186336
9593 0.70608865 0.47304230 1.04150308 571.69892901
9594 0.70616879 0.49308459 1.05121448 573.17917969
9595 0.70948064 0.47744703 1.03807229 573.27230136
9596 0.70065167 0.49148350 1.04268729 577.97079213
9597 0.71180069 0.47241414 1.05510910 574.57294232
9598 0.71608097 0.44848378 1.05829178 578.69600773
9599 0.71135161 0.43838271 1.05082262 571.85198147
9600 0.70536428 0.45681478 1.04653032 573.02087596
9601 0.70737686 0.44369025 1.04368435 571.64527689
9602 0.70997874 0.47665543 1.05447912 573.10110744
9603 0.70638342 0.49425065 1.02182364 573.95453288
9604 0.70194652 0.48037851 1.00022671 572.48844528
9605 0.70419212 0.46495987 0.99445684 570.24533177
9606 0.70659986 0.45505916 1.00080378 569.65907717
9607 0.70311260 0.44305986 0.99157306 570.13824550
9608 0.70929947 0.42224070 0.99277698 568.80812986
9609 0.70619501 0.41726306 0.98283489 567.91240615
9610 0.70892652 0.40029270 0.99909681 569.30179496
9611 0.71030470 0.43094999 0.97268887 571.82876776
9612 0.71119517 0.42095024 0.98611889 570.90423269
9613 0.70871132 0.42337827 0.98337652 568.48745720
9614 0.70807667 0.43545529 1.00899967 569.07320767
9615 0.70677956 0.43373822 0.99280426 568.35763795
9616 0.70298374 0.45461697 0.99436178 570.39360633
9617 0.70344703 0.43176869 0.97811340 568.92946725
9618 0.70671754 0.43378699 0.95360435 568.87304352
9619 0.70723450 0.43411234 0.94381603 570.26566307
9620 0.70129560 0.42828961 0.94417948 568.51191980
9621 0.70315210 0.43847684 0.93052201 568.36815613
9622 0.70070877 0.45548280 0.94042254 570.19710490
9623 0.69748192 0.43178257 0.90863325 570.96927915
9624 0.70264979 0.42824899 0.93244767 567.32680006
9625 0.70602298 0.43447314 0.93388981 569.67962792
9626 0.70391600 0.43292637 0.92002653 568.52605290
9627 0.70668964 0.40999458 0.93641931 566.94238520
9628 0.70784087 0.42565485 0.95970007 568.62272495
9629 0.70683273 0.39079463 0.95479031 566.70614212
9630 0.70461550 0.39686894 0.94453274 566.54820244
9631 0.70725036 0.40455117 0.95327679 566.71788439
9632 0.70863237 0.40066855 0.96285961 567.36747522
9633 0.70439240 0.41275170 0.95737661 567.12167582
9634 0.70536894 0.42652343 0.98970208 568.56915308
9635 0.70338532 0.43589368 0.99016310 569.95223669
9636 0.70816754 0.44128250 1.00270946 569.25708897
9637 0.70671342 0.44406868 1.01540618 569.54650648
9638 0.71220863 0.41685309 1.02922700 571.47062517
9639 0.70902041 0.38824414 0.97159883 567.88332914
9640 0.70716029 0.38372255 0.98070855 569.78417341
9641 0.70093528 0.41413255 0.95027566 570.08703391
9642 0.70207293 0.41354555 0.93936464 567.57432838
9643 0.70780471 0.35995370 0.93698759 567.13423608
9644 0.70692254 0.35553120 0.92494186 566.65121302
9645 0.70574289 0.37768050 0.94225323 566.86160477
9646 0.70736171 0.35164665 0.93133837 567.55810103
9647 0.70671742 0.37473434 0.93532014 566.15146252
9648 0.70615082 0.36344043 0.93849153 567.63253727
9649 0.70900415 0.37005947 0.92514130 566.70292422
9650 0.70862258 0.37773286 0.92939118 566.58315819
9651 0.70598317 0.39687255 0.90046580 566.64914066
9652 0.70134275 0.40247445 0.92258384 567.32105463
9653 0.70596499 0.40658295 0.92690341 566.43808783
9654 0.70620612 0.37656746 0.89304746 565.27524190
9655 0.69865156 0.38075535 0.89003207 569.31890357
9656 0.70628319 0.34137942 0.89171192 565.28057362
9657 0.71066517 0.33445608 0.90127898 568.12208577
9658 0.70745720 0.33785262 0.89462983 565.74420938
9659 0.70719845 0.34368756 0.88825360 565.13230275
9660 0.70713299 0.36272641 0.88228193 565.50499908
9661 0.70571480 0.36144232 0.87463841 564.50367321
9662 0.70827632 0.35593865 0.88717910 566.12037433
9663 0.70861010 0.32785452 0.87386596 566.03539642
9664 0.70247929 0.35908013 0.85958173 563.80582891
9665 0.70390451 0.38458006 0.84782458 566.87862466
9666 0.70575930 0.39138124 0.88654964 566.66790719
9667 0.70288390 0.35854403 0.86283907 563.80414448
9668 0.70368618 0.33673544 0.82993644 563.19628039
9669 0.70083856 0.35060349 0.83235822 563.60408829
9670 0.70499329 0.33266528 0.80163395 565.30147966
9671 0.70013566 0.33773156 0.79434531 563.10701947
9672 0.70197802 0.34738467 0.78749229 564.95185263
9673 0.70181227 0.34375277 0.80722334 563.32451544
9674 0.70067708 0.37288720 0.83079109 564.54400812
9675 0.69903410 0.38833594 0.83053051 566.00819632
9676 0.70258019 0.39040251 0.85618922 565.86432486
9677 0.70496104 0.38659401 0.84933584 568.50361846
9678 0.70466687 0.36001176 0.84302072 564.83670178
9679 0.70105899 0.37228960 0.79679905 567.01095194
9680 0.70462692 0.35114576 0.80926405 566.55623666
9681 0.70150858 0.35045080 0.82002725 563.36497760
9682 0.70175167 0.31514041 0.81370954 563.42151112
9683 0.69932602 0.32550635 0.79850355 563.67445799
9684 0.69999832 0.34865726 0.80674109 563.50044449
9685 0.70397256 0.33859553 0.81379713 563.92140638
9686 0.69860976 0.31523894 0.79011682 564.43543865
9687 0.70070053 0.33686426 0.77101943 563.97959267
9688 0.70047117 0.29777163 0.79123455 564.11251336
9689 0.70790949 0.29650042 0.80765167 566.11491319
9690 0.70397888 0.30270520 0.80317006 563.11735068
9691 0.69829166 0.31113053 0.79665444 565.94198198
9692 0.69976900 0.31691828 0.78933632 563.19196439
9693 0.70332627 0.32117358 0.80451425 562.89955015
9694 0.70181247 0.33805576 0.78849175 563.69305760
9695 0.69871351 0.33651746 0.77001618 563.56815454
9696 0.69933063 0.32356602 0.75072107 563.32011387
9697 0.70130945 0.31893752 0.76339332 563.11764483
9698 0.70292961 0.29959081 0.75097454 563.53946974
9699 0.70170680 0.29139870 0.72614547 563.39704375
9700 0.69881869 0.33487938 0.72924825 565.99334318
9701 0.69916240 0.33265598 0.72721803 566.14646573
9702 0.70006468 0.31928636 0.72442150 565.22841161
9703 0.70082170 0.28698417 0.73622086 562.29252216
9704 0.70155264 0.27632993 0.73338761 562.39027701
9705 0.70262910 0.29959031 0.75247806 563.18803157
9706 0.70046804 0.27113355 0.73740523 562.64471851
9707 0.70069882 0.26261692 0.74193929 563.45013667
9708 0.69891306 0.27229250 0.73617819 563.45250800
9709 0.69994235 0.28740572 0.74735878 562.47105108
9710 0.70210668 0.27721205 0.75716236 562.71907779
9711 0.69792958 0.27768264 0.73075752 563.55047407
9712 0.70253574 0.27655994 0.73564358 562.78047272
9713 0.70213281 0.28134887 0.72657071 563.03288752
9714 0.70260068 0.24894247 0.69892530 563.39721117
9715 0.69960535 0.24056580 0.69506306 563.10764133
9716 0.69917261 0.22810740 0.70921688 566.39661358
9717 0.70142046 0.22843823 0.68731284 563.36336809
9718 0.69905054 0.26620944 0.72870662 563.33760848
9719 0.70190080 0.25133314 0.73373219 563.48953850
9720 0.70194316 0.27627719 0.75673796 562.76749210
9721 0.70075817 0.28084693 0.72260912 562.39350119
9722 0.69750360 0.25748737 0.73313366 566.89240230
9723 0.69360328 0.30041836 0.71851252 567.04666239
9724 0.69417144 0.32509310 0.70964635 566.00588071
9725 0.69301936 0.31279199 0.70715025 566.89791009
9726 0.70111583 0.30332334 0.74775718 562.68328620
9727 0.69722996 0.31982237 0.73810419 563.61669081
9728 0.69872884 0.31545118 0.74692626 562.91995948
9729 0.70147359 0.32616511 0.78839563 562.75999634
9730 0.70028679 0.33085158 0.80762131 563.25402423
9731 0.70058303 0.33087757 0.78299041 562.94576627
9732 0.69785295 0.33254332 0.77971889 563.91112521
9733 0.70141211 0.30712669 0.76771528 562.43387436
9734 0.70232751 0.32791963 0.78180597 563.50436656
9735 0.69825011 0.32110841 0.80351620 565.67177741
9736 0.70184570 0.30489361 0.82667958 565.63153647
9737 0.70465167 0.29394839 0.82159812 564.58855871
9738 0.69824095 0.33612018 0.83293783 567.52469822
9739 0.70133927 0.33196489 0.81545598 563.02778140
9740 0.69933479 0.31306058 0.78231917 563.31224539
9741 0.70632887 0.29165470 0.75980679 566.74465368
9742 0.69723296 0.30211734 0.77397274 566.07413031
9743 0.70642940 0.30988370 0.75561237 570.22888255
9744 0.70324955 0.31614243 0.73791217 567.45751249
9745 0.69698075 0.30930682 0.73405836 563.44899528
9746 0.69978638 0.28420448 0.73673228 562.33382687
9747 0.70159850 0.29755538 0.75433224 562.44163995
9748 0.69982530 0.28516659 0.76736711 563.88757446
9749 0.70237943 0.31633409 0.75364262 564.41666439
9750 0.69928877 0.29639505 0.74559431 562.46986133
9751 0.70050426 0.33419031 0.77316454 563.50258891
9752 0.69940979 0.31448289 0.74177417 563.04553394
9753 0.69862262 0.27636058 0.72087137 562.59880949
9754 0.69918405 0.29004010 0.70201939 563.11801176
9755 0.69705627 0.30927899 0.71043115 563.74860739
9756 0.69081400 0.34673971 0.71216082 571.06477437
9757 0.69243853 0.32216099 0.71936926 568.26845793
9758 0.70039634 0.31246764 0.69065692 568.99853432
9759 0.69035601 0.34779031 0.70578206 571.76113944
9760 0.69020246 0.34382962 0.70902199 571.92415123
9761 0.69761626 0.33242440 0.69563821 568.54443855
9762 0.70339299 0.30012773 0.71243449 568.59282626
9763 0.69767019 0.31556190 0.70144245 565.11332406
9764 0.69461787 0.30295271 0.70207949 564.81517894
9765 0.70396861 0.28961520 0.69966730 569.88738346
9766 0.70318525 0.27527042 0.72000925 564.06110282
9767 0.70076018 0.26087353 0.72258960 562.57499262
9768 0.69556085 0.26462862 0.70206109 565.38938427
9769 0.69796532 0.27117837 0.69851035 562.51221617
9770 0.70147383 0.27116897 0.67132739 566.15816882
9771 0.69909486 0.25108771 0.66872851 562.53519202
9772 0.69571389 0.25774767 0.69177141 564.93899183
9773 0.69906533 0.29046232 0.67953472 564.89234976
9774 0.69328938 0.28503478 0.68585262 566.13729917
9775 0.69376224 0.27964426 0.69480024 566.30404869
9776 0.69410771 0.29465493 0.68726525 564.99424570
9777 0.69376643 0.29201713 0.68803420 565.39578226
9778 0.70318955 0.27944234 0.71997977 564.41594169
9779 0.69447506 0.29105643 0.70500755 565.25068861
9780 0.69778187 0.27449367 0.72813727 563.77066762
9781 0.70085075 0.29146009 0.73377766 562.48651942
9782 0.69888830 0.28238511 0.74077167 563.01566378
9783 0.70470813 0.28011002 0.75903034 563.82031816
9784 0.70246282 0.25941898 0.75075485 563.61418084
9785 0.69593356 0.30253562 0.74274022 565.06853780
9786 0.69714602 0.26540648 0.70609570 563.62085254
9787 0.70067933 0.24259970 0.68310645 562.67320403
9788 0.69795426 0.24164536 0.66210699 562.61263397
9789 0.69805510 0.21756793 0.67195587 565.11586089
9790 0.69902721 0.24561241 0.66573950 562.50816219
9791 0.70069848 0.23977653 0.68223806 562.72565314
9792 0.70511711 0.20022957 0.67056506 567.03354778
9793 0.70473013 0.22319178 0.66881492 566.80777984
9794 0.70318085 0.22325568 0.65877920 565.27443940
9795 0.70251311 0.21610138 0.66284009 564.28390454
9796 0.70007036 0.19698323 0.67926075 567.45434079
9797 0.70455306 0.22295302 0.68427820 565.60753264
9798 0.70066162 0.23547363 0.71400645 564.36032249
9799 0.70185668 0.22820287 0.72288664 565.49966322
9800 0.70238130 0.23909763 0.73986762 565.23013944
9801 0.70441215 0.28997431 0.75153178 564.39013663
9802 0.70631776 0.28862628 0.75329295 567.07177061
9803 0.70336096 0.30906274 0.76323345 563.94173007
9804 0.70362706 0.33042873 0.77759596 565.46276597
9805 0.69709595 0.35071834 0.76803201 564.98066700
9806 0.69689224 0.31317862 0.76649693 564.86303201
9807 0.70323602 0.28368754 0.79546882 564.06921040
9808 0.70560968 0.30314379 0.79132467 564.28817323
9809 0.69821510 0.32509604 0.77305931 563.46658145
9810 0.70285900 0.32067447 0.76050592 564.87376914
9811 0.69813339 0.32793932 0.78183811 563.80180753
9812 0.69612808 0.33454785 0.78103235 565.85770204
9813 0.69821531 0.33993051 0.79208132 564.00178601
9814 0.69625444 0.30723011 0.76768414 566.46097170
9815 0.69794342 0.34158301 0.76031157 564.29956775
9816 0.69295202 0.34146852 0.74852588 568.69241795
9817 0.69189376 0.35129547 0.74340797 570.29412016
9818 0.69563348 0.36264724 0.72911871 568.93918205
9819 0.69586982 0.34786430 0.72365483 567.12688744
9820 0.69649128 0.30061688 0.74122773 564.34715589
9821 0.69808808 0.30606572 0.73467020 562.86539335
9822 0.70522023 0.26840482 0.73804658 564.95211873
9823 0.69800767 0.30528295 0.69672020 564.40467255
9824 0.69527288 0.30534134 0.67803870 565.10730958
9825 0.70366015 0.24174951 0.71190023 563.91329595
9826 0.70475962 0.24435756 0.71152595 564.94611952
9827 0.70203815 0.25661597 0.70643800 562.89790183
9828 0.69971030 0.26649795 0.68554274 562.70121056
9829 0.70257677 0.26300698 0.68981001 564.74467890
9830 0.70037884 0.25730667 0.68544695 562.65448697
9831 0.69890960 0.22734960 0.69125588 564.76097161
9832 0.69912134 0.23527534 0.67891614 562.96135581
9833 0.69593313 0.23786178 0.65354029 563.71879957
9834 0.69732869 0.23275726 0.68473995 565.09990492
9835 0.69788923 0.22537928 0.68332734 565.33004808
9836 0.70472380 0.24895715 0.69556035 566.20066883
9837 0.70184064 0.26074463 0.68604711 563.96884041
9838 0.70152707 0.24901027 0.68140706 563.27321025
